Field Name,Category,Description,Sheet,Cell
SENIOR_REFI_LOAN_SIZING_SENIOR_DEBT_YIELD_TEST,Debt and Equity Assumptions,SENIOR_REFI_LOAN_SIZING_SENIOR_DEBT_YIELD_TEST,Assumptions (Summary),$D$388
SENIOR_REFI_LOAN_SIZING_COVERAGE_TEST_DSCR,Debt and Equity Assumptions,SENIOR_REFI_LOAN_SIZING_COVERAGE_TEST_DSCR,Assumptions (Summary),$D$389
SENIOR_REFI_LOAN_SIZING_COVERAGE_TEST_CAP_RATE,Debt and Equity Assumptions,SENIOR_REFI_LOAN_SIZING_COVERAGE_TEST_CAP_RATE,Assumptions (Summary),$D$390
SENIOR_REFI_LOAN_SIZING_COVERAGE_TEST_AMORTIZATION_TERM,Debt and Equity Assumptions,SENIOR_REFI_LOAN_SIZING_COVERAGE_TEST_AMORTIZATION_TERM,Assumptions (Summary),$D$391
SENIOR_REFI_LOAN_AMOUNT,Debt and Equity Assumptions,SENIOR_REFI_LOAN_AMOUNT,Assumptions (Summary),$D$394
SENIOR_REFI_LOAN_LTV,Debt and Equity Assumptions,SENIOR_REFI_LOAN_LTV,Assumptions (Summary),$D$395
SENIOR_REFI_LOAN_PREPAYMENT_STRUCTURE,Debt and Equity Assumptions,SENIOR_REFI_LOAN_PREPAYMENT_STRUCTURE,Assumptions (Summary),$D$398
SENIOR_REFI_LOAN_PREPAYMENT_STRUCTURE_1,Debt and Equity Assumptions,SENIOR_REFI_LOAN_PREPAYMENT_STRUCTURE_1,Assumptions (Summary),$D$399
SENIOR_REFI_LOAN_PREPAYMENT_STRUCTURE_2,Debt and Equity Assumptions,SENIOR_REFI_LOAN_PREPAYMENT_STRUCTURE_2,Assumptions (Summary),$D$400
SENIOR_REFI_LOAN_SERVICING_FEE,Debt and Equity Assumptions,SENIOR_REFI_LOAN_SERVICING_FEE,Assumptions (Summary),$D$401
PURCHASE_PRICE,Budget Assumptions,PURCHASE_PRICE,Assumptions (Summary),$D$478
OTHER_LAND_COST,Budget Assumptions,OTHER_LAND_COST,Assumptions (Summary),$D$479
OTHER_ACQUISITION_COST,Budget Assumptions,OTHER_ACQUISITION_COST,Assumptions (Summary),$D$480
TOTAL_LAND_AND_ACQUISITION_COSTS,Budget Assumptions,TOTAL_LAND_AND_ACQUISITION_COSTS,Assumptions (Summary),$D$481
DEFERRED_MAINTENANCE_INTERIOR,Budget Assumptions,DEFERRED_MAINTENANCE_INTERIOR,Assumptions (Summary),$D$484
DEFERRED_MAINTENANCE_EXTERIOR,Budget Assumptions,DEFERRED_MAINTENANCE_EXTERIOR,Assumptions (Summary),$D$485
RENOVATION_SPEND_INTERIOR,Budget Assumptions,RENOVATION_SPEND_INTERIOR,Assumptions (Summary),$D$486
RENOVATION_SPEND_EXTERIOR,Budget Assumptions,RENOVATION_SPEND_EXTERIOR,Assumptions (Summary),$D$487
RESERVES_FUNDED_AT_CLOSE,Budget Assumptions,RESERVES_FUNDED_AT_CLOSE,Assumptions (Summary),$D$488
TOTAL_HARD_COSTS,Budget Assumptions,TOTAL_HARD_COSTS,Assumptions (Summary),$D$489
INTERNAL_LEGAL,Budget Assumptions,INTERNAL_LEGAL,Assumptions (Summary),$D$492
BUSINESS_PLAN,Budget Assumptions,BUSINESS_PLAN,Assumptions (Summary),$D$493
TRAVEL_AND_ENTERTAINMENT,Budget Assumptions,TRAVEL_AND_ENTERTAINMENT,Assumptions (Summary),$D$494
PLACEMENT_FEE,Budget Assumptions,PLACEMENT_FEE,Assumptions (Summary),$D$495
INSURANCE_PREMIUM,Budget Assumptions,INSURANCE_PREMIUM,Assumptions (Summary),$D$496
TOTAL_SOFT_COSTS,Budget Assumptions,TOTAL_SOFT_COSTS,Assumptions (Summary),$D$497
LENDER_DD_PCA_ENGINEERING_PHASE_I,Budget Assumptions,LENDER_DD_PCA_ENGINEERING_PHASE_I,Assumptions (Summary),$D$500
LENDER_DD_APPRAISAL,Budget Assumptions,LENDER_DD_APPRAISAL,Assumptions (Summary),$D$501
LENDER_DD_LOAN_APPLICATION_LEGAL,Budget Assumptions,LENDER_DD_LOAN_APPLICATION_LEGAL,Assumptions (Summary),$D$502
LENDER_DD_INSURANCE_UNDERWRITING,Budget Assumptions,LENDER_DD_INSURANCE_UNDERWRITING,Assumptions (Summary),$D$503
LENDER_FEE_ORIGINATION_FEES,Budget Assumptions,LENDER_FEE_ORIGINATION_FEES,Assumptions (Summary),$D$504
LENDER_CLOSING_LENDER_REQUIRED_HOLDBACKS,Budget Assumptions,LENDER_CLOSING_LENDER_REQUIRED_HOLDBACKS,Assumptions (Summary),$D$505
TOTAL_LENDER_CLOSING_COSTS,Budget Assumptions,TOTAL_LENDER_CLOSING_COSTS,Assumptions (Summary),$D$506
EQUITY_DD_INTEREST_RATE_CAP_SWAP,Budget Assumptions,EQUITY_DD_INTEREST_RATE_CAP_SWAP,Assumptions (Summary),$D$509
EQUITY_DD_PCA_ENGINEERING,Budget Assumptions,EQUITY_DD_PCA_ENGINEERING,Assumptions (Summary),$D$510
EQUITY_DD_TITLE_INSURANCE_ALTA_SURVEY,Budget Assumptions,EQUITY_DD_TITLE_INSURANCE_ALTA_SURVEY,Assumptions (Summary),$D$511
EQUITY_DD_BUSINESS_PLAN,Budget Assumptions,EQUITY_DD_BUSINESS_PLAN,Assumptions (Summary),$D$512
EQUITY_DD_ALL_OTHER,Budget Assumptions,EQUITY_DD_ALL_OTHER,Assumptions (Summary),$D$513
EQUITY_FEE_ACQUISITION_AND_OTHER_FEES,Budget Assumptions,EQUITY_FEE_ACQUISITION_AND_OTHER_FEES,Assumptions (Summary),$D$514
EQUITY_RESERVES,Budget Assumptions,EQUITY_RESERVES,Assumptions (Summary),$D$515
TOTAL_CLOSING_COSTS,Budget Assumptions,TOTAL_CLOSING_COSTS,Assumptions (Summary),$D$516
TOTAL_ACQUISITION_BUDGET,Budget Assumptions,TOTAL_ACQUISITION_BUDGET,Assumptions (Summary),$D$518
T12_RETURN_ON_PP,Property-Level Return Metrics,T12_RETURN_ON_PP,Assumptions (Summary),$F$26
T12_RETURN_ON_COST,Property-Level Return Metrics,T12_RETURN_ON_COST,Assumptions (Summary),$F$27
T3_RETURN_ON_PP,Property-Level Return Metrics,T3_RETURN_ON_PP,Assumptions (Summary),$G$26
MARKET_CAP_RATE_AT_CLOSE,Property-Level Return Metrics,MARKET_CAP_RATE_AT_CLOSE,Assumptions (Summary),$E$21
BASIS_UNIT_AT_CLOSE,Property-Level Return Metrics,BASIS_UNIT_AT_CLOSE,Assumptions (Summary),$J$21
BASIS_SF_AT_CLOSE,Property-Level Return Metrics,BASIS_SF_AT_CLOSE,Assumptions (Summary),$J$22
TOTAL_BASIS_AT_CLOSE,Property-Level Return Metrics,TOTAL_BASIS_AT_CLOSE,Assumptions (Summary),$E$24
PURCHASE_PRICE_RETURN_ON_COST_AT_EXIT,Property-Level Return Metrics,PURCHASE_PRICE_RETURN_ON_COST_AT_EXIT,Assumptions (Summary),$F$18
TOTAL_RETURN_ON_COST_AT_EXIT,Property-Level Return Metrics,TOTAL_RETURN_ON_COST_AT_EXIT,Assumptions (Summary),$F$19
TRAILING_CAP_RATE_AT_EXIT,Property-Level Return Metrics,TRAILING_CAP_RATE_AT_EXIT,Assumptions (Summary),$F$20
MARKET_CAP_RATE_AT_EXIT,Property-Level Return Metrics,MARKET_CAP_RATE_AT_EXIT,Assumptions (Summary),$F$21
BASIS_UNIT_AT_EXIT,Property-Level Return Metrics,BASIS_UNIT_AT_EXIT,Assumptions (Summary),$K$21
BASIS_SF_AT_EXIT,Property-Level Return Metrics,BASIS_SF_AT_EXIT,Assumptions (Summary),$K$22
TOTAL_BASIS_AT_EXIT,Property-Level Return Metrics,TOTAL_BASIS_AT_EXIT,Assumptions (Summary),$F$24
T12_DEBT_YIELD_AT_CLOSE,Property-Level Return Metrics,T12_DEBT_YIELD_AT_CLOSE,Assumptions (Summary),$J$18
LOANTOCOST_AT_CLOSE,Property-Level Return Metrics,LOANTOCOST_AT_CLOSE,Assumptions (Summary),$J$19
LOANTOVALUE_AT_CLOSE,Property-Level Return Metrics,LOANTOVALUE_AT_CLOSE,Assumptions (Summary),$J$20
SENIOR_DEBT_BALANCE_AT_CLOSE,Property-Level Return Metrics,SENIOR_DEBT_BALANCE_AT_CLOSE,Assumptions (Summary),$J$23
SENIOR_DEBT_REFI_PROCEEDS_AT_CLOSE,Property-Level Return Metrics,SENIOR_DEBT_REFI_PROCEEDS_AT_CLOSE,Assumptions (Summary),$J$24
REFINANCE_COVERAGE_AT_CLOSE,Property-Level Return Metrics,REFINANCE_COVERAGE_AT_CLOSE,Assumptions (Summary),$J$25
T12_DEBT_YIELD_AT_EXIT,Property-Level Return Metrics,T12_DEBT_YIELD_AT_EXIT,Assumptions (Summary),$K$18
LOANTOCOST_AT_EXIT,Property-Level Return Metrics,LOANTOCOST_AT_EXIT,Assumptions (Summary),$K$19
LOANTOVALUE_AT_EXIT,Property-Level Return Metrics,LOANTOVALUE_AT_EXIT,Assumptions (Summary),$K$20
SENIOR_DEBT_BALANCE_AT_EXIT,Property-Level Return Metrics,SENIOR_DEBT_BALANCE_AT_EXIT,Assumptions (Summary),$K$23
SENIOR_DEBT_REFI_PROCEEDS_AT_EXIT,Property-Level Return Metrics,SENIOR_DEBT_REFI_PROCEEDS_AT_EXIT,Assumptions (Summary),$K$24
REFINANCE_COVERAGE_AT_EXIT,Property-Level Return Metrics,REFINANCE_COVERAGE_AT_EXIT,Assumptions (Summary),$K$25
TRENDED_NOI_YEAR_5,Property-Level Return Metrics,TRENDED_NOI__YEAR_5,Assumptions (Summary),$Q$29
CAP_RATE,Property-Level Return Metrics,CAP_RATE,Assumptions (Summary),$Q$30
GROSS_SALE_PROCEEDS,Property-Level Return Metrics,GROSS_SALE_PROCEEDS,Assumptions (Summary),$Q$31
LESS_TRANSACTION_COSTS,Property-Level Return Metrics,LESS_TRANSACTION_COSTS,Assumptions (Summary),$Q$32
LESS_SENIOR_DEBT,Property-Level Return Metrics,LESS_SENIOR_DEBT,Assumptions (Summary),$Q$33
LESS_PREPAYMENT_PENALTY,Property-Level Return Metrics,LESS_PREPAYMENT_PENALTY,Assumptions (Summary),$Q$34
NET_SALE_PROCEEDS,Property-Level Return Metrics,NET_SALE_PROCEEDS,Assumptions (Summary),$Q$35
GP_DISPOSITION_FEE,Property-Level Return Metrics,GP_DISPOSITION_FEE,Assumptions (Summary),$Q$36
NET_SALE_PROCEEDS_TO_EQUITY,Property-Level Return Metrics,NET_SALE_PROCEEDS_TO_EQUITY,Assumptions (Summary),$Q$37
GROSS_SALES_PROCEEDS_PER_UNIT,Property-Level Return Metrics,GROSS_SALES_PROCEEDS_PER_UNIT,Assumptions (Summary),$E$32
UNLEVERED_RETURNS_IRR,Property-Level Return Metrics,UNLEVERED_RETURNS_IRR,Assumptions (Summary),$E$39
UNLEVERED_RETURNS_MOIC,Property-Level Return Metrics,UNLEVERED_RETURNS_MOIC,Assumptions (Summary),$E$40
LEVERED_RETURNS_IRR,Property-Level Return Metrics,LEVERED_RETURNS_IRR,Assumptions (Summary),$E$43
LEVERED_RETURNS_MOIC,Property-Level Return Metrics,LEVERED_RETURNS_MOIC,Assumptions (Summary),$E$44
REFI_PROCEEDS_NET_TO_EQUITY_TOTAL,Equity-Level Return Metrics,REFI_PROCEEDS_NET_TO_EQUITY_TOTAL,Returns Metrics (Summary),$E$86
SALE_PERIOD_MONTH,Equity-Level Return Metrics,SALE_PERIOD_MONTH,Returns Metrics (Summary),$E$88
SALES_PROCEEDS_NET_TO_EQUITY_TOTAL,Equity-Level Return Metrics,SALES_PROCEEDS_NET_TO_EQUITY_TOTAL,Returns Metrics (Summary),$E$89
OPERATING_CASHFLOW_TOTAL,Equity-Level Return Metrics,OPERATING_CASHFLOW_TOTAL,Returns Metrics (Summary),$E$97
LIQUIDATING_CASHFLOW_TOTAL,Equity-Level Return Metrics,LIQUIDATING_CASHFLOW_TOTAL,Returns Metrics (Summary),$E$98
OPERATING_AND_LIQUIDATING_CASHFLOW_TOTAL,Equity-Level Return Metrics,OPERATING_AND_LIQUIDATING_CASHFLOW_TOTAL,Returns Metrics (Summary),$E$99
LP_RETURNS_IRR,Equity-Level Return Metrics,LP_RETURNS_IRR,Returns Metrics (Summary),$E$102
LP_RETURNS_MOIC,Equity-Level Return Metrics,LP_RETURNS_MOIC,Returns Metrics (Summary),$E$103
LP_RETURNS_PREREFI_CASH_ON_CASH,Equity-Level Return Metrics,LP_RETURNS_PREREFI_CASH_ON_CASH,Returns Metrics (Summary),$E$105
LP_RETURNS_POSTREFI_CASH_ON_CASH,Equity-Level Return Metrics,LP_RETURNS_POSTREFI_CASH_ON_CASH,Returns Metrics (Summary),$E$106
LP_RETURNS_AVG_REFI_CASH_ON_CASH,Equity-Level Return Metrics,LP_RETURNS_AVG._REFI_CASH_ON_CASH,Returns Metrics (Summary),$E$107
LP_CASHFLOW_OUTFLOW_CONTRIBUTION_TOTAL,Equity-Level Return Metrics,LP_CASHFLOW_OUTFLOW_CONTRIBUTION_TOTAL,Returns Metrics (Summary),$E$109
LP_CASHFLOW_INFLOW_RETURN_TOTAL,Equity-Level Return Metrics,LP_CASHFLOW_INFLOW_RETURN_TOTAL,Returns Metrics (Summary),$E$110
LP_CASHFLOW_NET,Equity-Level Return Metrics,LP_CASHFLOW_NET,Returns Metrics (Summary),$E$111
GP_CASHFLOW_OUTFLOW_CONTRIBUTION_TOTAL,Equity-Level Return Metrics,GP_CASHFLOW_OUTFLOW_CONTRIBUTION_TOTAL,Returns Metrics (Summary),$E$120
GP_CASHFLOW_INFLOW_RETURN_TOTAL,Equity-Level Return Metrics,GP_CASHFLOW_INFLOW_RETURN_TOTAL,Returns Metrics (Summary),$E$121
GP_CASHFLOW_NET,Equity-Level Return Metrics,GP_CASHFLOW_NET,Returns Metrics (Summary),$E$122
GP_RETURNS_INCLUDING_FEES_AVERAGE_ANNUAL,Equity-Level Return Metrics,GP_RETURNS_INCLUDING_FEES_AVERAGE_ANNUAL,Returns Metrics (Summary),$E$124
STUDIO_BED_TYPE,Unit Mix Assumptions,STUDIO_BED_TYPE,Assumptions (Unit Matrix),$E$542
STUDIO_BATHROOMS,Unit Mix Assumptions,STUDIO_BATHROOMS,Assumptions (Unit Matrix),$F$542
STUDIO_UNIT_SF,Unit Mix Assumptions,STUDIO_UNIT_SF,Assumptions (Unit Matrix),$G$542
STUDIO_TOTAL_BEDS,Unit Mix Assumptions,STUDIO_TOTAL_BEDS,Assumptions (Unit Matrix),$H$542
STUDIO_RENOVATED_Y_N,Unit Mix Assumptions,STUDIO_RENOVATED_Y_N,Assumptions (Unit Matrix),$I$542
STUDIO_RENT_PER_UNIT_INPLACE,Unit Mix Assumptions,STUDIO_RENT_PER_UNIT_INPLACE,Assumptions (Unit Matrix),$X$542
STUDIO_RENT_PER_SF_INPLACE,Unit Mix Assumptions,STUDIO_RENT_PER_SF_INPLACE,Assumptions (Unit Matrix),$Y$542
STUDIO_TOTAL_MONTHLY_RENT_INPLACE,Unit Mix Assumptions,STUDIO_TOTAL_MONTHLY_RENT_INPLACE,Assumptions (Unit Matrix),$Z$542
STUDIO_TOTAL_ANNUAL_RENT_INPLACE,Unit Mix Assumptions,STUDIO_TOTAL_ANNUAL_RENT_INPLACE,Assumptions (Unit Matrix),$AA$542
STUDIO_RENT_PER_UNIT_MARKET,Unit Mix Assumptions,STUDIO_RENT_PER_UNIT_MARKET,Assumptions (Unit Matrix),$AC$542
STUDIO_RENT_PER_SF_MARKET,Unit Mix Assumptions,STUDIO_RENT_PER_SF_MARKET,Assumptions (Unit Matrix),$AD$542
STUDIO_TOTAL_MONTHLY_RENT_MARKET,Unit Mix Assumptions,STUDIO_TOTAL_MONTHLY_RENT_MARKET,Assumptions (Unit Matrix),$AE$542
STUDIO_TOTAL_ANNUAL_RENT_MARKET,Unit Mix Assumptions,STUDIO_TOTAL_ANNUAL_RENT_MARKET,Assumptions (Unit Matrix),$AF$542
1_BED_BED_TYPE,Unit Mix Assumptions,1_BED_BED_TYPE,Assumptions (Unit Matrix),$E$543
1_BED_BATHROOMS,Unit Mix Assumptions,1_BED_BATHROOMS,Assumptions (Unit Matrix),$F$543
1_BED_UNIT_SF,Unit Mix Assumptions,1_BED_UNIT_SF,Assumptions (Unit Matrix),$G$543
1_BED_TOTAL_BEDS,Unit Mix Assumptions,1_BED_TOTAL_BEDS,Assumptions (Unit Matrix),$H$543
1_BED_RENOVATED_Y_N,Unit Mix Assumptions,1_BED_RENOVATED_Y_N,Assumptions (Unit Matrix),$I$543
1_BED_RENT_PER_UNIT_INPLACE,Unit Mix Assumptions,1_BED_RENT_PER_UNIT_INPLACE,Assumptions (Unit Matrix),$X$543
1_BED_RENT_PER_SF_INPLACE,Unit Mix Assumptions,1_BED_RENT_PER_SF_INPLACE,Assumptions (Unit Matrix),$Y$543
1_BED_TOTAL_MONTHLY_RENT_INPLACE,Unit Mix Assumptions,1_BED_TOTAL_MONTHLY_RENT_INPLACE,Assumptions (Unit Matrix),$Z$543
1_BED_TOTAL_ANNUAL_RENT_INPLACE,Unit Mix Assumptions,1_BED_TOTAL_ANNUAL_RENT_INPLACE,Assumptions (Unit Matrix),$AA$543
1_BED_RENT_PER_UNIT_MARKET,Unit Mix Assumptions,1_BED_RENT_PER_UNIT_MARKET,Assumptions (Unit Matrix),$AC$543
1_BED_RENT_PER_SF_MARKET,Unit Mix Assumptions,1_BED_RENT_PER_SF_MARKET,Assumptions (Unit Matrix),$AD$543
1_BED_TOTAL_MONTHLY_RENT_MARKET,Unit Mix Assumptions,1_BED_TOTAL_MONTHLY_RENT_MARKET,Assumptions (Unit Matrix),$AE$543
1_BED_TOTAL_ANNUAL_RENT_MARKET,Unit Mix Assumptions,1_BED_TOTAL_ANNUAL_RENT_MARKET,Assumptions (Unit Matrix),$AF$543
2_BED_BED_TYPE,Unit Mix Assumptions,2_BED_BED_TYPE,Assumptions (Unit Matrix),$E$544
2_BED_BATHROOMS,Unit Mix Assumptions,2_BED_BATHROOMS,Assumptions (Unit Matrix),$F$544
2_BED_UNIT_SF,Unit Mix Assumptions,2_BED_UNIT_SF,Assumptions (Unit Matrix),$G$544
2_BED_TOTAL_BEDS,Unit Mix Assumptions,2_BED_TOTAL_BEDS,Assumptions (Unit Matrix),$H$544
2_BED_RENOVATED_Y_N,Unit Mix Assumptions,2_BED_RENOVATED_Y_N,Assumptions (Unit Matrix),$I$544
2_BED_RENT_PER_UNIT_INPLACE,Unit Mix Assumptions,2_BED_RENT_PER_UNIT_INPLACE,Assumptions (Unit Matrix),$X$544
2_BED_RENT_PER_SF_INPLACE,Unit Mix Assumptions,2_BED_RENT_PER_SF_INPLACE,Assumptions (Unit Matrix),$Y$544
2_BED_TOTAL_MONTHLY_RENT_INPLACE,Unit Mix Assumptions,2_BED_TOTAL_MONTHLY_RENT_INPLACE,Assumptions (Unit Matrix),$Z$544
2_BED_TOTAL_ANNUAL_RENT_INPLACE,Unit Mix Assumptions,2_BED_TOTAL_ANNUAL_RENT_INPLACE,Assumptions (Unit Matrix),$AA$544
2_BED_RENT_PER_UNIT_MARKET,Unit Mix Assumptions,2_BED_RENT_PER_UNIT_MARKET,Assumptions (Unit Matrix),$AC$544
2_BED_RENT_PER_SF_MARKET,Unit Mix Assumptions,2_BED_RENT_PER_SF_MARKET,Assumptions (Unit Matrix),$AD$544
2_BED_TOTAL_MONTHLY_RENT_MARKET,Unit Mix Assumptions,2_BED_TOTAL_MONTHLY_RENT_MARKET,Assumptions (Unit Matrix),$AE$544
2_BED_TOTAL_ANNUAL_RENT_MARKET,Unit Mix Assumptions,2_BED_TOTAL_ANNUAL_RENT_MARKET,Assumptions (Unit Matrix),$AF$544
3_BED_BED_TYPE,Unit Mix Assumptions,3_BED_BED_TYPE,Assumptions (Unit Matrix),$E$545
3_BED_BATHROOMS,Unit Mix Assumptions,3_BED_BATHROOMS,Assumptions (Unit Matrix),$F$545
3_BED_UNIT_SF,Unit Mix Assumptions,3_BED_UNIT_SF,Assumptions (Unit Matrix),$G$545
3_BED_TOTAL_BEDS,Unit Mix Assumptions,3_BED_TOTAL_BEDS,Assumptions (Unit Matrix),$H$545
3_BED_RENOVATED_Y_N,Unit Mix Assumptions,3_BED_RENOVATED_Y_N,Assumptions (Unit Matrix),$I$545
3_BED_RENT_PER_UNIT_INPLACE,Unit Mix Assumptions,3_BED_RENT_PER_UNIT_INPLACE,Assumptions (Unit Matrix),$X$545
3_BED_RENT_PER_SF_INPLACE,Unit Mix Assumptions,3_BED_RENT_PER_SF_INPLACE,Assumptions (Unit Matrix),$Y$545
3_BED_TOTAL_MONTHLY_RENT_INPLACE,Unit Mix Assumptions,3_BED_TOTAL_MONTHLY_RENT_INPLACE,Assumptions (Unit Matrix),$Z$545
3_BED_TOTAL_ANNUAL_RENT_INPLACE,Unit Mix Assumptions,3_BED_TOTAL_ANNUAL_RENT_INPLACE,Assumptions (Unit Matrix),$AA$545
3_BED_RENT_PER_UNIT_MARKET,Unit Mix Assumptions,3_BED_RENT_PER_UNIT_MARKET,Assumptions (Unit Matrix),$AC$545
3_BED_RENT_PER_SF_MARKET,Unit Mix Assumptions,3_BED_RENT_PER_SF_MARKET,Assumptions (Unit Matrix),$AD$545
3_BED_TOTAL_MONTHLY_RENT_MARKET,Unit Mix Assumptions,3_BED_TOTAL_MONTHLY_RENT_MARKET,Assumptions (Unit Matrix),$AE$545
3_BED_TOTAL_ANNUAL_RENT_MARKET,Unit Mix Assumptions,3_BED_TOTAL_ANNUAL_RENT_MARKET,Assumptions (Unit Matrix),$AF$545
4_BED_BED_TYPE,Unit Mix Assumptions,4_BED_BED_TYPE,Assumptions (Unit Matrix),$E$546
4_BED_BATHROOMS,Unit Mix Assumptions,4_BED_BATHROOMS,Assumptions (Unit Matrix),$F$546
4_BED_UNIT_SF,Unit Mix Assumptions,4_BED_UNIT_SF,Assumptions (Unit Matrix),$G$546
4_BED_TOTAL_BEDS,Unit Mix Assumptions,4_BED_TOTAL_BEDS,Assumptions (Unit Matrix),$H$546
4_BED_RENOVATED_Y_N,Unit Mix Assumptions,4_BED_RENOVATED_Y_N,Assumptions (Unit Matrix),$I$546
4_BED_RENT_PER_UNIT_INPLACE,Unit Mix Assumptions,4_BED_RENT_PER_UNIT_INPLACE,Assumptions (Unit Matrix),$X$546
4_BED_RENT_PER_SF_INPLACE,Unit Mix Assumptions,4_BED_RENT_PER_SF_INPLACE,Assumptions (Unit Matrix),$Y$546
4_BED_TOTAL_MONTHLY_RENT_INPLACE,Unit Mix Assumptions,4_BED_TOTAL_MONTHLY_RENT_INPLACE,Assumptions (Unit Matrix),$Z$546
4_BED_TOTAL_ANNUAL_RENT_INPLACE,Unit Mix Assumptions,4_BED_TOTAL_ANNUAL_RENT_INPLACE,Assumptions (Unit Matrix),$AA$546
4_BED_RENT_PER_UNIT_MARKET,Unit Mix Assumptions,4_BED_RENT_PER_UNIT_MARKET,Assumptions (Unit Matrix),$AC$546
4_BED_RENT_PER_SF_MARKET,Unit Mix Assumptions,4_BED_RENT_PER_SF_MARKET,Assumptions (Unit Matrix),$AD$546
4_BED_TOTAL_MONTHLY_RENT_MARKET,Unit Mix Assumptions,4_BED_TOTAL_MONTHLY_RENT_MARKET,Assumptions (Unit Matrix),$AE$546
4_BED_TOTAL_ANNUAL_RENT_MARKET,Unit Mix Assumptions,4_BED_TOTAL_ANNUAL_RENT_MARKET,Assumptions (Unit Matrix),$AF$546
5_BED_BED_TYPE,Unit Mix Assumptions,5_BED_BED_TYPE,Assumptions (Unit Matrix),$E$547
5_BED_BATHROOMS,Unit Mix Assumptions,5_BED_BATHROOMS,Assumptions (Unit Matrix),$F$547
5_BED_UNIT_SF,Unit Mix Assumptions,5_BED_UNIT_SF,Assumptions (Unit Matrix),$G$547
5_BED_TOTAL_BEDS,Unit Mix Assumptions,5_BED_TOTAL_BEDS,Assumptions (Unit Matrix),$H$547
5_BED_RENOVATED_Y_N,Unit Mix Assumptions,5_BED_RENOVATED_Y_N,Assumptions (Unit Matrix),$I$547
5_BED_RENT_PER_UNIT_INPLACE,Unit Mix Assumptions,5_BED_RENT_PER_UNIT_INPLACE,Assumptions (Unit Matrix),$X$547
5_BED_RENT_PER_SF_INPLACE,Unit Mix Assumptions,5_BED_RENT_PER_SF_INPLACE,Assumptions (Unit Matrix),$Y$547
5_BED_TOTAL_MONTHLY_RENT_INPLACE,Unit Mix Assumptions,5_BED_TOTAL_MONTHLY_RENT_INPLACE,Assumptions (Unit Matrix),$Z$547
5_BED_TOTAL_ANNUAL_RENT_INPLACE,Unit Mix Assumptions,5_BED_TOTAL_ANNUAL_RENT_INPLACE,Assumptions (Unit Matrix),$AA$547
5_BED_RENT_PER_UNIT_MARKET,Unit Mix Assumptions,5_BED_RENT_PER_UNIT_MARKET,Assumptions (Unit Matrix),$AC$547
5_BED_RENT_PER_SF_MARKET,Unit Mix Assumptions,5_BED_RENT_PER_SF_MARKET,Assumptions (Unit Matrix),$AD$547
5_BED_TOTAL_MONTHLY_RENT_MARKET,Unit Mix Assumptions,5_BED_TOTAL_MONTHLY_RENT_MARKET,Assumptions (Unit Matrix),$AE$547
5_BED_TOTAL_ANNUAL_RENT_MARKET,Unit Mix Assumptions,5_BED_TOTAL_ANNUAL_RENT_MARKET,Assumptions (Unit Matrix),$AF$547
TOTAL_UNITS,Unit Mix Assumptions,TOTAL_UNITS,Assumptions (Unit Matrix),$E$548
TOTAL_BATHROOMS,Unit Mix Assumptions,TOTAL_BATHROOMS,Assumptions (Unit Matrix),$F$548
AVERAGE_UNIT_SF,Unit Mix Assumptions,AVERAGE_UNIT_SF,Assumptions (Unit Matrix),$G$548
TOTAL_BEDS,Unit Mix Assumptions,TOTAL_BEDS,Assumptions (Unit Matrix),$H$548
COUNT_RENOVATED_Y_N,Unit Mix Assumptions,COUNT_RENOVATED_Y_N,Assumptions (Unit Matrix),$I$548
AVERAGE_RENT_PER_UNIT_INPLACE,Unit Mix Assumptions,AVERAGE_RENT_PER_UNIT_INPLACE,Assumptions (Unit Matrix),$X$548
AVERAGE_RENT_PER_SF_INPLACE,Unit Mix Assumptions,AVERAGE_RENT_PER_SF_INPLACE,Assumptions (Unit Matrix),$Y$548
TOTAL_MONTHLY_RENT_INPLACE,Unit Mix Assumptions,TOTAL_MONTHLY_RENT_INPLACE,Assumptions (Unit Matrix),$Z$548
TOTAL_ANNUAL_RENT_INPLACE,Unit Mix Assumptions,TOTAL_ANNUAL_RENT_INPLACE,Assumptions (Unit Matrix),$AA$548
AVERAGE_RENT_PER_UNIT_MARKET,Unit Mix Assumptions,AVERAGE_RENT_PER_UNIT_MARKET,Assumptions (Unit Matrix),$AC$548
AVERAGE_RENT_PER_SF_MARKET,Unit Mix Assumptions,AVERAGE_RENT_PER_SF_MARKET,Assumptions (Unit Matrix),$AD$548
TOTAL_MONTHLY_RENT_MARKET,Unit Mix Assumptions,TOTAL_MONTHLY_RENT_MARKET,Assumptions (Unit Matrix),$AE$548
TOTAL_ANNUAL_RENT_MARKET,Unit Mix Assumptions,TOTAL_ANNUAL_RENT_MARKET,Assumptions (Unit Matrix),$AF$548
RENT_COMP_1_PROPERTY_NAME,Rent Comps,RENT_COMP_1_PROPERTY_NAME,Rent Comp Inputs,$E$27
RENT_COMP_1_DISTANCE_TO_SUBJECT,Rent Comps,RENT_COMP_1_DISTANCE_TO_SUBJECT,Rent Comp Inputs,$F$27
RENT_COMP_1_STREET_ADDRESS,Rent Comps,RENT_COMP_1_STREET_ADDRESS,Rent Comp Inputs,$G$27
RENT_COMP_1_CITY,Rent Comps,RENT_COMP_1_CITY,Rent Comp Inputs,$H$27
